NASDAQOMX/NQGI,NASDAQ Global Index (NQGI)
NASDAQOMX/NQNA2700GBPN,NASDAQ N America Ind Goods & Svcs GBP NTR Index (NQNA2700GBPN)
NASDAQOMX/NQNA2700JPY,NASDAQ N America Ind Goods & Svcs JPY Index (NQNA2700JPY)
NASDAQOMX/NQNA2700LM,NASDAQ N America Ind Goods & Svcs Lg Md Cap (NQNA2700LM)
NASDAQOMX/NQNA2700JPYT,NASDAQ N America Ind Goods & Svcs JPY TR Index (NQNA2700JPYT)
NASDAQOMX/NQNA2700JPYN,NASDAQ N America Ind Goods & Svcs JPY NTR Index (NQNA2700JPYN)
NASDAQOMX/NQNA2700LMN,NASDAQ N America Ind Goods & Svcs Lg Md Cap NTR (NQNA2700LMN)
NASDAQOMX/NQNA2700LMT,NASDAQ N America Ind Goods & Svcs Lg Md Cap TR (NQNA2700LMT)
NASDAQOMX/NQNA2700N,NASDAQ N America Ind Goods & Svcs NTR Index (NQNA2700N)
NASDAQOMX/NQNA2700LMAUD,NASDAQ N America Ind Goods&Svcs Lg Md Cap AUD (NQNA2700LMAUD)
NASDAQOMX/NQNA2700LMAUDN,NASDAQ N America Ind Goods&Svcs Lg Md Cap AUD NTR (NQNA2700LMAUDN)
NASDAQOMX/NQNA2700LMAUDT,NASDAQ N America Ind Goods&Svcs Lg Md Cap AUD TR (NQNA2700LMAUDT)
NASDAQOMX/NQNA2700T,NASDAQ N America Ind Goods & Svcs TR Index (NQNA2700T)
NASDAQOMX/NQNA2700LMCADN,NASDAQ N America Ind Goods&Svcs Lg Md Cap CAD NTR (NQNA2700LMCADN)
NASDAQOMX/NQNA2700LMCAD,NASDAQ N America Ind Goods&Svcs Lg Md Cap CAD (NQNA2700LMCAD)
NASDAQOMX/NQNA2700LMCADT,NASDAQ N America Ind Goods&Svcs Lg Md Cap CAD TR (NQNA2700LMCADT)
NASDAQOMX/NQNA2700LMEURN,NASDAQ N America Ind Goods&Svcs Lg Md Cap EUR NTR (NQNA2700LMEURN)
NASDAQOMX/NQNA2700LMEUR,NASDAQ N America Ind Goods&Svcs Lg Md Cap EUR (NQNA2700LMEUR)
NASDAQOMX/NQNA2700LMGBP,NASDAQ N America Ind Goods&Svcs Lg Md Cap GBP (NQNA2700LMGBP)
NASDAQOMX/NQNA2700LMGBPT,NASDAQ N America Ind Goods&Svcs Lg Md Cap GBP TR (NQNA2700LMGBPT)
NASDAQOMX/NQNA2700LMJPY,NASDAQ N America Ind Goods&Svcs Lg Md Cap JPY (NQNA2700LMJPY)
NASDAQOMX/NQNA2700LMEURT,NASDAQ N America Ind Goods&Svcs Lg Md Cap EUR TR (NQNA2700LMEURT)
NASDAQOMX/NQNA2700LMGBPN,NASDAQ N America Ind Goods&Svcs Lg Md Cap GBP NTR (NQNA2700LMGBPN)
NASDAQOMX/NQNA2700LMJPYT,NASDAQ N America Ind Goods&Svcs Lg Md Cap JPY TR (NQNA2700LMJPYT)
NASDAQOMX/NQNA2700LMJPYN,NASDAQ N America Ind Goods&Svcs Lg Md Cap JPY NTR (NQNA2700LMJPYN)
NASDAQOMX/NQNA2000AUDT,NASDAQ N America Inds AUD TR Index (NQNA2000AUDT)
NASDAQOMX/NQNA2000CADT,NASDAQ N America Inds CAD TR Index (NQNA2000CADT)
NASDAQOMX/NQNA2000AUDN,NASDAQ N America Inds AUD NTR Index (NQNA2000AUDN)
NASDAQOMX/NQNA2000EUR,NASDAQ N America Inds EUR Index (NQNA2000EUR)
NASDAQOMX/NQNA2000CAD,NASDAQ N America Inds CAD Index (NQNA2000CAD)
NASDAQOMX/NQNA2000AUD,NASDAQ N America Inds AUD Index (NQNA2000AUD)
NASDAQOMX/NQNA2000CADN,NASDAQ N America Inds CAD NTR Index (NQNA2000CADN)
NASDAQOMX/NQNA,NASDAQ N America Index (NQNA)
NASDAQOMX/NQNA2000EURN,NASDAQ N America Inds EUR NTR Index (NQNA2000EURN)
NASDAQOMX/NQNA2000EURT,NASDAQ N America Inds EUR TR Index (NQNA2000EURT)
NASDAQOMX/NQNA2000GBPN,NASDAQ N America Inds GBP NTR Index (NQNA2000GBPN)
NASDAQOMX/NQNA2000GBPT,NASDAQ N America Inds GBP TR Index (NQNA2000GBPT)
NASDAQOMX/NQNA2000GBP,NASDAQ N America Inds GBP Index (NQNA2000GBP)
NASDAQOMX/NQNA2000LMAUD,NASDAQ N America Inds Large Mid Cap AUD Index (NQNA2000LMAUD)
NASDAQOMX/NQNA2000JPYN,NASDAQ N America Inds JPY NTR Index (NQNA2000JPYN)
NASDAQOMX/NQNA2000JPY,NASDAQ N America Inds JPY Index (NQNA2000JPY)
NASDAQOMX/NQNA2000,NASDAQ N America Inds Index (NQNA2000)
NASDAQOMX/NQNA2000JPYT,NASDAQ N America Inds JPY TR Index (NQNA2000JPYT)
NASDAQOMX/NQNA2000LMAUDN,NASDAQ N America Inds Large Mid Cap AUD NTR Index (NQNA2000LMAUDN)
NASDAQOMX/NQNA2000LMAUDT,NASDAQ N America Inds Large Mid Cap AUD TR Index (NQNA2000LMAUDT)
NASDAQOMX/NQNA2000LMCAD,NASDAQ N America Inds Large Mid Cap CAD Index (NQNA2000LMCAD)
NASDAQOMX/NQNA2000LMCADT,NASDAQ N America Inds Large Mid Cap CAD TR Index (NQNA2000LMCADT)
NASDAQOMX/NQNA2000LMCADN,NASDAQ N America Inds Large Mid Cap CAD NTR Index (NQNA2000LMCADN)
NASDAQOMX/NQNA2000LMEUR,NASDAQ N America Inds Large Mid Cap EUR Index (NQNA2000LMEUR)
NASDAQOMX/NQNA2000LMEURN,NASDAQ N America Inds Large Mid Cap EUR NTR Index (NQNA2000LMEURN)
NASDAQOMX/NQNA2000LMEURT,NASDAQ N America Inds Large Mid Cap EUR TR Index (NQNA2000LMEURT)
NASDAQOMX/NQNA2000LMGBPN,NASDAQ N America Inds Large Mid Cap GBP NTR Index (NQNA2000LMGBPN)
NASDAQOMX/NQNA2000LM,NASDAQ N America Inds Large Mid Cap Index (NQNA2000LM)
NASDAQOMX/NQNA2000LMGBP,NASDAQ N America Inds Large Mid Cap GBP Index (NQNA2000LMGBP)
NASDAQOMX/NQNA2000LMGBPT,NASDAQ N America Inds Large Mid Cap GBP TR Index (NQNA2000LMGBPT)
NASDAQOMX/NQNA2000LMJPYN,NASDAQ N America Inds Large Mid Cap JPY NTR Index (NQNA2000LMJPYN)
NASDAQOMX/NQNA2000LMJPYT,NASDAQ N America Inds Large Mid Cap JPY TR Index (NQNA2000LMJPYT)
NASDAQOMX/NQNA2000LMJPY,NASDAQ N America Inds Large Mid Cap JPY Index (NQNA2000LMJPY)
NASDAQOMX/NQNA2000LMN,NASDAQ N America Inds Large Mid Cap NTR Index (NQNA2000LMN)
NASDAQOMX/NQNA2000LMT,NASDAQ N America Inds Large Mid Cap TR Index (NQNA2000LMT)
NASDAQOMX/NQNA2000T,NASDAQ N America Inds TR Index (NQNA2000T)
NASDAQOMX/NQNA2000N,NASDAQ N America Inds NTR Index (NQNA2000N)
NASDAQOMX/NQNA8500AUD,NASDAQ N America Ins AUD Index (NQNA8500AUD)
NASDAQOMX/NQNA8500CAD,NASDAQ N America Ins CAD Index (NQNA8500CAD)
NASDAQOMX/NQNA8500CADN,NASDAQ N America Ins CAD NTR Index (NQNA8500CADN)
NASDAQOMX/NQNA8500AUDN,NASDAQ N America Ins AUD NTR Index (NQNA8500AUDN)
NASDAQOMX/NQNA8500AUDT,NASDAQ N America Ins AUD TR Index (NQNA8500AUDT)
NASDAQOMX/NQNA8500CADT,NASDAQ N America Ins CAD TR Index (NQNA8500CADT)
NASDAQOMX/NQNA8500EURT,NASDAQ N America Ins EUR TR Index (NQNA8500EURT)
NASDAQOMX/NQNA8500EUR,NASDAQ N America Ins EUR Index (NQNA8500EUR)
NASDAQOMX/NQNA8500EURN,NASDAQ N America Ins EUR NTR Index (NQNA8500EURN)
NASDAQOMX/NQNA8500GBP,NASDAQ N America Ins GBP Index (NQNA8500GBP)
NASDAQOMX/NQNA8500GBPN,NASDAQ N America Ins GBP NTR Index (NQNA8500GBPN)
NASDAQOMX/NQNA8500JPYT,NASDAQ N America Ins JPY TR Index (NQNA8500JPYT)
NASDAQOMX/NQNA8500GBPT,NASDAQ N America Ins GBP TR Index (NQNA8500GBPT)
NASDAQOMX/NQNA8500,NASDAQ N America Ins Index (NQNA8500)
NASDAQOMX/NQNA8500JPYN,NASDAQ N America Ins JPY NTR Index (NQNA8500JPYN)
NASDAQOMX/NQNA8500JPY,NASDAQ N America Ins JPY Index (NQNA8500JPY)
NASDAQOMX/NQNA8500LMAUDT,NASDAQ N America Ins Large Mid Cap AUD TR Index (NQNA8500LMAUDT)
NASDAQOMX/NQNA8500LMAUD,NASDAQ N America Ins Large Mid Cap AUD Index (NQNA8500LMAUD)
NASDAQOMX/NQNA8500LMAUDN,NASDAQ N America Ins Large Mid Cap AUD NTR Index (NQNA8500LMAUDN)
NASDAQOMX/NQNA8500LMCAD,NASDAQ N America Ins Large Mid Cap CAD Index (NQNA8500LMCAD)
NASDAQOMX/NQNA8500LMEURN,NASDAQ N America Ins Large Mid Cap EUR NTR Index (NQNA8500LMEURN)
NASDAQOMX/NQNA8500LMEUR,NASDAQ N America Ins Large Mid Cap EUR Index (NQNA8500LMEUR)
NASDAQOMX/NQNA8500LMCADN,NASDAQ N America Ins Large Mid Cap CAD NTR Index (NQNA8500LMCADN)
NASDAQOMX/NQNA8500LMEURT,NASDAQ N America Ins Large Mid Cap EUR TR Index (NQNA8500LMEURT)
NASDAQOMX/NQNA8500LMCADT,NASDAQ N America Ins Large Mid Cap CAD TR Index (NQNA8500LMCADT)
NASDAQOMX/NQNA8500LMGBP,NASDAQ N America Ins Large Mid Cap GBP Index (NQNA8500LMGBP)
NASDAQOMX/NQNA8500LMGBPN,NASDAQ N America Ins Large Mid Cap GBP NTR Index (NQNA8500LMGBPN)
NASDAQOMX/NQNA8500LMGBPT,NASDAQ N America Ins Large Mid Cap GBP TR Index (NQNA8500LMGBPT)
NASDAQOMX/NQNA8500LMJPY,NASDAQ N America Ins Large Mid Cap JPY Index (NQNA8500LMJPY)
NASDAQOMX/NQNA8500LM,NASDAQ N America Ins Large Mid Cap Index (NQNA8500LM)
NASDAQOMX/NQNA8500LMJPYN,NASDAQ N America Ins Large Mid Cap JPY NTR Index (NQNA8500LMJPYN)
NASDAQOMX/NQNA8500LMT,NASDAQ N America Ins Large Mid Cap TR Index (NQNA8500LMT)
NASDAQOMX/NQNA8500LMN,NASDAQ N America Ins Large Mid Cap NTR Index (NQNA8500LMN)
NASDAQOMX/NQNA8500N,NASDAQ N America Ins NTR Index (NQNA8500N)
NASDAQOMX/NQNA8500T,NASDAQ N America Ins TR Index (NQNA8500T)
NASDAQOMX/NQNA8500LMJPYT,NASDAQ N America Ins Large Mid Cap JPY TR Index (NQNA8500LMJPYT)
NASDAQOMX/NQNAJPYT,NASDAQ N America JPY TR Index (NQNAJPYT)
NASDAQOMX/NQNAJPYN,NASDAQ N America JPY NTR Index (NQNAJPYN)
NASDAQOMX/NQNALCAUD,NASDAQ N America Large Cap AUD Index (NQNALCAUD)
NASDAQOMX/NQNAJPY,NASDAQ N America JPY Index (NQNAJPY)
NASDAQOMX/NQNALCAUDT,NASDAQ N America Large Cap AUD TR Index (NQNALCAUDT)
NASDAQOMX/NQNALCAUDN,NASDAQ N America Large Cap AUD NTR Index (NQNALCAUDN)
NASDAQOMX/NQNALCCADT,NASDAQ N America Large Cap CAD TR Index (NQNALCCADT)
NASDAQOMX/NQNALCEUR,NASDAQ N America Large Cap EUR Index (NQNALCEUR)
NASDAQOMX/NQNALCEURN,NASDAQ N America Large Cap EUR NTR Index (NQNALCEURN)
NASDAQOMX/NQNALCCADN,NASDAQ N America Large Cap CAD NTR Index (NQNALCCADN)
NASDAQOMX/NQNALCCAD,NASDAQ N America Large Cap CAD Index (NQNALCCAD)
NASDAQOMX/NQNALCEURT,NASDAQ N America Large Cap EUR TR Index (NQNALCEURT)
NASDAQOMX/NQNALCGBP,NASDAQ N America Large Cap GBP Index (NQNALCGBP)
NASDAQOMX/NQNALCGBPT,NASDAQ N America Large Cap GBP TR Index (NQNALCGBPT)
NASDAQOMX/NQNALCGBPN,NASDAQ N America Large Cap GBP NTR Index (NQNALCGBPN)
NASDAQOMX/NQNALCJPYT,NASDAQ N America Large Cap JPY TR Index (NQNALCJPYT)
NASDAQOMX/NQNALC,NASDAQ N America Large Cap Index (NQNALC)
NASDAQOMX/NQNALCJPYN,NASDAQ N America Large Cap JPY NTR Index (NQNALCJPYN)
NASDAQOMX/NQNALCJPY,NASDAQ N America Large Cap JPY Index (NQNALCJPY)
NASDAQOMX/NQNALCN,NASDAQ N America Large Cap NTR Index (NQNALCN)
NASDAQOMX/NQNALMCAD,NASDAQ N America Large Mid Cap CAD Index (NQNALMCAD)
NASDAQOMX/NQNALCT,NASDAQ N America Large Cap TR Index (NQNALCT)
NASDAQOMX/NQNALMAUDT,NASDAQ N America Large Mid Cap AUD TR Index (NQNALMAUDT)
NASDAQOMX/NQNALMAUDN,NASDAQ N America Large Mid Cap AUD NTR Index (NQNALMAUDN)
NASDAQOMX/NQNALMAUD,NASDAQ N America Large Mid Cap AUD Index (NQNALMAUD)
NASDAQOMX/NQNALMCADN,NASDAQ N America Large Mid Cap CAD NTR Index (NQNALMCADN)
NASDAQOMX/NQNALMCADT,NASDAQ N America Large Mid Cap CAD TR Index (NQNALMCADT)
NASDAQOMX/NQNALMEUR,NASDAQ N America Large Mid Cap EUR Index (NQNALMEUR)
NASDAQOMX/NQNALMEURT,NASDAQ N America Large Mid Cap EUR TR Index (NQNALMEURT)
NASDAQOMX/NQNALMEURN,NASDAQ N America Large Mid Cap EUR NTR Index (NQNALMEURN)
NASDAQOMX/NQNALMGBP,NASDAQ N America Large Mid Cap GBP Index (NQNALMGBP)
NASDAQOMX/NQNALMGBPN,NASDAQ N America Large Mid Cap GBP NTR Index (NQNALMGBPN)
NASDAQOMX/NQNALM,NASDAQ N America Large Mid Cap Index (NQNALM)
NASDAQOMX/NQNALMJPYN,NASDAQ N America Large Mid Cap JPY NTR Index (NQNALMJPYN)
NASDAQOMX/NQNALMGBPT,NASDAQ N America Large Mid Cap GBP TR Index (NQNALMGBPT)
NASDAQOMX/NQNALMJPY,NASDAQ N America Large Mid Cap JPY Index (NQNALMJPY)
NASDAQOMX/NQNA5500AUD,NASDAQ N America Media AUD Index (NQNA5500AUD)
NASDAQOMX/NQNALMJPYT,NASDAQ N America Large Mid Cap JPY TR Index (NQNALMJPYT)
NASDAQOMX/NQNALMN,NASDAQ N America Large Mid Cap NTR Index (NQNALMN)
NASDAQOMX/NQNALMT,NASDAQ N America Large Mid Cap TR Index (NQNALMT)
NASDAQOMX/NQNA5500AUDN,NASDAQ N America Media AUD NTR Index (NQNA5500AUDN)
NASDAQOMX/NQNA5500EUR,NASDAQ N America Media EUR Index (NQNA5500EUR)
NASDAQOMX/NQNA5500CAD,NASDAQ N America Media CAD Index (NQNA5500CAD)
NASDAQOMX/NQNA5500AUDT,NASDAQ N America Media AUD TR Index (NQNA5500AUDT)
NASDAQOMX/NQNA5500CADN,NASDAQ N America Media CAD NTR Index (NQNA5500CADN)
NASDAQOMX/NQNA5500CADT,NASDAQ N America Media CAD TR Index (NQNA5500CADT)
NASDAQOMX/NQNA5500EURN,NASDAQ N America Media EUR NTR Index (NQNA5500EURN)
NASDAQOMX/NQNA5500GBP,NASDAQ N America Media GBP Index (NQNA5500GBP)
NASDAQOMX/NQNA5500EURT,NASDAQ N America Media EUR TR Index (NQNA5500EURT)
NASDAQOMX/NQNA5500GBPN,NASDAQ N America Media GBP NTR Index (NQNA5500GBPN)
NASDAQOMX/NQNA5500GBPT,NASDAQ N America Media GBP TR Index (NQNA5500GBPT)
NASDAQOMX/NQNA5500,NASDAQ N America Media Index (NQNA5500)
NASDAQOMX/NQNA5500JPY,NASDAQ N America Media JPY Index (NQNA5500JPY)
NASDAQOMX/NQNA5500JPYT,NASDAQ N America Media JPY TR Index (NQNA5500JPYT)
NASDAQOMX/NQNA5500JPYN,NASDAQ N America Media JPY NTR Index (NQNA5500JPYN)
NASDAQOMX/NQNA5500LMAUDN,NASDAQ N America Media Large Mid Cap AUD NTR Index (NQNA5500LMAUDN)
NASDAQOMX/NQNA5500LMCAD,NASDAQ N America Media Large Mid Cap CAD Index (NQNA5500LMCAD)
NASDAQOMX/NQNA5500LMAUD,NASDAQ N America Media Large Mid Cap AUD Index (NQNA5500LMAUD)
NASDAQOMX/NQNA5500LMAUDT,NASDAQ N America Media Large Mid Cap AUD TR Index (NQNA5500LMAUDT)
NASDAQOMX/NQNA5500LMCADN,NASDAQ N America Media Large Mid Cap CAD NTR Index (NQNA5500LMCADN)
NASDAQOMX/NQNA5500LMEURT,NASDAQ N America Media Large Mid Cap EUR TR Index (NQNA5500LMEURT)
NASDAQOMX/NQNA5500LMCADT,NASDAQ N America Media Large Mid Cap CAD TR Index (NQNA5500LMCADT)
NASDAQOMX/NQNA5500LMGBP,NASDAQ N America Media Large Mid Cap GBP Index (NQNA5500LMGBP)
NASDAQOMX/NQNA5500LMEUR,NASDAQ N America Media Large Mid Cap EUR Index (NQNA5500LMEUR)
NASDAQOMX/NQNA5500LMEURN,NASDAQ N America Media Large Mid Cap EUR NTR Index (NQNA5500LMEURN)
NASDAQOMX/NQNA5500LMGBPT,NASDAQ N America Media Large Mid Cap GBP TR Index (NQNA5500LMGBPT)
NASDAQOMX/NQNA5500LMGBPN,NASDAQ N America Media Large Mid Cap GBP NTR Index (NQNA5500LMGBPN)
NASDAQOMX/NQNA5500LMJPY,NASDAQ N America Media Large Mid Cap JPY Index (NQNA5500LMJPY)
NASDAQOMX/NQNA5500LM,NASDAQ N America Media Large Mid Cap Index (NQNA5500LM)
NASDAQOMX/NQNA5500LMJPYN,NASDAQ N America Media Large Mid Cap JPY NTR Index (NQNA5500LMJPYN)
NASDAQOMX/NQNA5500LMT,NASDAQ N America Media Large Mid Cap TR Index (NQNA5500LMT)
NASDAQOMX/NQNAMCAUD,NASDAQ N America Mid Cap AUD Index (NQNAMCAUD)
NASDAQOMX/NQNA5500T,NASDAQ N America Media TR Index (NQNA5500T)
NASDAQOMX/NQNA5500LMJPYT,NASDAQ N America Media Large Mid Cap JPY TR Index (NQNA5500LMJPYT)
NASDAQOMX/NQNA5500N,NASDAQ N America Media NTR Index (NQNA5500N)
NASDAQOMX/NQNAMCAUDN,NASDAQ N America Mid Cap AUD NTR Index (NQNAMCAUDN)
NASDAQOMX/NQNA5500LMN,NASDAQ N America Media Large Mid Cap NTR Index (NQNA5500LMN)
NASDAQOMX/NQNAMCAUDT,NASDAQ N America Mid Cap AUD TR Index (NQNAMCAUDT)
NASDAQOMX/NQNAMCCAD,NASDAQ N America Mid Cap CAD Index (NQNAMCCAD)
NASDAQOMX/NQNAMCEURN,NASDAQ N America Mid Cap EUR NTR Index (NQNAMCEURN)
NASDAQOMX/NQNAMCEUR,NASDAQ N America Mid Cap EUR Index (NQNAMCEUR)
NASDAQOMX/NQNAMCCADT,NASDAQ N America Mid Cap CAD TR Index (NQNAMCCADT)
NASDAQOMX/NQNAMCCADN,NASDAQ N America Mid Cap CAD NTR Index (NQNAMCCADN)
NASDAQOMX/NQNAMCGBPN,NASDAQ N America Mid Cap GBP NTR Index (NQNAMCGBPN)
NASDAQOMX/NQNAMC,NASDAQ N America Mid Cap Index (NQNAMC)
NASDAQOMX/NQNAMCGBPT,NASDAQ N America Mid Cap GBP TR Index (NQNAMCGBPT)
NASDAQOMX/NQNAMCGBP,NASDAQ N America Mid Cap GBP Index (NQNAMCGBP)
NASDAQOMX/NQNAMCEURT,NASDAQ N America Mid Cap EUR TR Index (NQNAMCEURT)
NASDAQOMX/NQNAMCJPY,NASDAQ N America Mid Cap JPY Index (NQNAMCJPY)
NASDAQOMX/NQNAMCJPYN,NASDAQ N America Mid Cap JPY NTR Index (NQNAMCJPYN)
NASDAQOMX/NQNA0001AUD,NASDAQ N America Oil & Gas AUD Index (NQNA0001AUD)
NASDAQOMX/NQNA0001AUDN,NASDAQ N America Oil & Gas AUD NTR Index (NQNA0001AUDN)
NASDAQOMX/NQNAMCT,NASDAQ N America Mid Cap TR Index (NQNAMCT)
NASDAQOMX/NQNAMCN,NASDAQ N America Mid Cap NTR Index (NQNAMCN)
NASDAQOMX/NQNAMCJPYT,NASDAQ N America Mid Cap JPY TR Index (NQNAMCJPYT)
NASDAQOMX/NQNAN,NASDAQ N America NTR Index (NQNAN)
NASDAQOMX/NQNA0001AUDT,NASDAQ N America Oil & Gas AUD TR Index (NQNA0001AUDT)
NASDAQOMX/NQNA0001CAD,NASDAQ N America Oil & Gas CAD Index (NQNA0001CAD)
NASDAQOMX/NQNA0001CADT,NASDAQ N America Oil & Gas CAD TR Index (NQNA0001CADT)
NASDAQOMX/NQNA0001EUR,NASDAQ N America Oil & Gas EUR Index (NQNA0001EUR)
NASDAQOMX/NQNA0001CADN,NASDAQ N America Oil & Gas CAD NTR Index (NQNA0001CADN)
NASDAQOMX/NQNA0001GBP,NASDAQ N America Oil & Gas GBP Index (NQNA0001GBP)
NASDAQOMX/NQNA0001GBPN,NASDAQ N America Oil & Gas GBP NTR Index (NQNA0001GBPN)
NASDAQOMX/NQNA0001EURT,NASDAQ N America Oil & Gas EUR TR Index (NQNA0001EURT)
NASDAQOMX/NQNA0001EURN,NASDAQ N America Oil & Gas EUR NTR Index (NQNA0001EURN)
NASDAQOMX/NQNA0001GBPT,NASDAQ N America Oil & Gas GBP TR Index (NQNA0001GBPT)
NASDAQOMX/NQNA0001JPY,NASDAQ N America Oil & Gas JPY Index (NQNA0001JPY)
NASDAQOMX/NQNA0001,NASDAQ N America Oil & Gas Index (NQNA0001)
NASDAQOMX/NQNA0001LM,NASDAQ N America Oil & Gas Large Mid Cap Index (NQNA0001LM)
NASDAQOMX/NQNA0001JPYN,NASDAQ N America Oil & Gas JPY NTR Index (NQNA0001JPYN)
NASDAQOMX/NQNA0001JPYT,NASDAQ N America Oil & Gas JPY TR Index (NQNA0001JPYT)
NASDAQOMX/NQNA0001LMT,NASDAQ N America Oil & Gas Large Mid Cap TR Index (NQNA0001LMT)
NASDAQOMX/NQNA0001LMAUD,NASDAQ N America Oil & Gas Lg Md Cap AUD Index (NQNA0001LMAUD)
NASDAQOMX/NQNA0001LMN,NASDAQ N America Oil & Gas Large Mid Cap NTR Index (NQNA0001LMN)
NASDAQOMX/NQNA0001LMAUDN,NASDAQ N America Oil & Gas Lg Md Cap AUD NTR Index (NQNA0001LMAUDN)
NASDAQOMX/NQNA0001LMAUDT,NASDAQ N America Oil & Gas Lg Md Cap AUD TR Index (NQNA0001LMAUDT)
NASDAQOMX/NQNA0001LMCADT,NASDAQ N America Oil & Gas Lg Md Cap CAD TR Index (NQNA0001LMCADT)
NASDAQOMX/NQNA0001LMEUR,NASDAQ N America Oil & Gas Lg Md Cap EUR Index (NQNA0001LMEUR)
NASDAQOMX/NQNA0001LMCADN,NASDAQ N America Oil & Gas Lg Md Cap CAD NTR Index (NQNA0001LMCADN)
NASDAQOMX/NQNA0001LMEURN,NASDAQ N America Oil & Gas Lg Md Cap EUR NTR Index (NQNA0001LMEURN)
NASDAQOMX/NQNA0001LMCAD,NASDAQ N America Oil & Gas Lg Md Cap CAD Index (NQNA0001LMCAD)
NASDAQOMX/NQNA0001LMGBP,NASDAQ N America Oil & Gas Lg Md Cap GBP Index (NQNA0001LMGBP)
NASDAQOMX/NQNA0001LMEURT,NASDAQ N America Oil & Gas Lg Md Cap EUR TR Index (NQNA0001LMEURT)
NASDAQOMX/NQNA0001LMJPYN,NASDAQ N America Oil & Gas Lg Md Cap JPY NTR Index (NQNA0001LMJPYN)
NASDAQOMX/NQNA0001LMJPY,NASDAQ N America Oil & Gas Lg Md Cap JPY Index (NQNA0001LMJPY)
NASDAQOMX/NQNA0001LMGBPN,NASDAQ N America Oil & Gas Lg Md Cap GBP NTR Index (NQNA0001LMGBPN)
NASDAQOMX/NQNA3700AUD,NASDAQ N America Psnl & Hhld Goods AUD Index (NQNA3700AUD)
NASDAQOMX/NQNA0001T,NASDAQ N America Oil & Gas TR Index (NQNA0001T)
NASDAQOMX/NQNA0001LMGBPT,NASDAQ N America Oil & Gas Lg Md Cap GBP TR Index (NQNA0001LMGBPT)
NASDAQOMX/NQNA0001LMJPYT,NASDAQ N America Oil & Gas Lg Md Cap JPY TR Index (NQNA0001LMJPYT)
NASDAQOMX/NQNA0001N,NASDAQ N America Oil & Gas NTR Index (NQNA0001N)
NASDAQOMX/NQNA3700AUDN,NASDAQ N America Psnl & Hhld Goods AUD NTR Index (NQNA3700AUDN)
NASDAQOMX/NQNA3700CADT,NASDAQ N America Psnl & Hhld Goods CAD TR Index (NQNA3700CADT)
NASDAQOMX/NQNA3700CAD,NASDAQ N America Psnl & Hhld Goods CAD Index (NQNA3700CAD)
NASDAQOMX/NQNA3700CADN,NASDAQ N America Psnl & Hhld Goods CAD NTR Index (NQNA3700CADN)
NASDAQOMX/NQNA3700AUDT,NASDAQ N America Psnl & Hhld Goods AUD TR Index (NQNA3700AUDT)
NASDAQOMX/NQNA3700EUR,NASDAQ N America Psnl & Hhld Goods EUR Index (NQNA3700EUR)
NASDAQOMX/NQNA3700EURT,NASDAQ N America Psnl & Hhld Goods EUR TR Index (NQNA3700EURT)
NASDAQOMX/NQNA3700EURN,NASDAQ N America Psnl & Hhld Goods EUR NTR Index (NQNA3700EURN)
NASDAQOMX/NQNA3700GBP,NASDAQ N America Psnl & Hhld Goods GBP Index (NQNA3700GBP)
NASDAQOMX/NQNA3700,NASDAQ N America Psnl & Hhld Goods Index (NQNA3700)
NASDAQOMX/NQNA3700GBPN,NASDAQ N America Psnl & Hhld Goods GBP NTR Index (NQNA3700GBPN)
NASDAQOMX/NQNA3700GBPT,NASDAQ N America Psnl & Hhld Goods GBP TR Index (NQNA3700GBPT)
NASDAQOMX/NQNA3700JPY,NASDAQ N America Psnl & Hhld Goods JPY Index (NQNA3700JPY)
NASDAQOMX/NQNA3700JPYT,NASDAQ N America Psnl & Hhld Goods JPY TR Index (NQNA3700JPYT)
NASDAQOMX/NQNA3700JPYN,NASDAQ N America Psnl & Hhld Goods JPY NTR Index (NQNA3700JPYN)
NASDAQOMX/NQNA3700LM,NASDAQ N America Psnl & Hhld Goods Lg Md Cap (NQNA3700LM)
NASDAQOMX/NQNA3700LMN,NASDAQ N America Psnl & Hhld Goods Lg Md Cap NTR (NQNA3700LMN)
NASDAQOMX/NQNA3700N,NASDAQ N America Psnl & Hhld Goods NTR Index (NQNA3700N)
NASDAQOMX/NQNA3700LMT,NASDAQ N America Psnl & Hhld Goods Lg Md Cap TR (NQNA3700LMT)
NASDAQOMX/NQNA3700LMAUDT,NASDAQ N America Psnl&Hhld Goods Lg Md Cap AUD TR (NQNA3700LMAUDT)
NASDAQOMX/NQNA3700LMCAD,NASDAQ N America Psnl&Hhld Goods Lg Md Cap CAD (NQNA3700LMCAD)
NASDAQOMX/NQNA3700LMAUD,NASDAQ N America Psnl&Hhld Goods Lg Md Cap AUD (NQNA3700LMAUD)
NASDAQOMX/NQNA3700LMAUDN,NASDAQ N America Psnl&Hhld Goods Lg Md Cap AUD NTR (NQNA3700LMAUDN)
NASDAQOMX/NQNA3700T,NASDAQ N America Psnl & Hhld Goods TR Index (NQNA3700T)
NASDAQOMX/NQNA3700LMEUR,NASDAQ N America Psnl&Hhld Goods Lg Md Cap EUR (NQNA3700LMEUR)
NASDAQOMX/NQNA3700LMCADT,NASDAQ N America Psnl&Hhld Goods Lg Md Cap CAD TR (NQNA3700LMCADT)
